userName,score,content,sentiment
Pengguna Google,4,ijin bos mau ksh masukan dikit untuk edit suara bisa dikecilkan volumenya. ya seperti kaya background soundtrack kedengeran tapi ga terlalu gede. jadinya percakapan msh bisa terdengar. paham kan maksud saya min. mksh ya whatsapp.,positif
Pengguna Google,4,"sejauh ini fitur wa sudah mengalami kemajuan yg bermanfaat, tapi saya mengusulkan agar wa bisa membuat arsip story wa juga, karna dr semua medsos yg di gunakan, wa paling byk menyimpan memori suatu peristiwa yang pernah dibuat story oleh pengguna nya, jadi itu usul saya, terimakasih",netral
Pengguna Google,4,"WhatsApp sekarang cukup memuaskan dengan adanya fitur-fitur baru yg keren² seperti tema bubble chat ber aneka warna dan warna² costum chat nya, ada juga fitur² efek camera vidio call dan kamera status, ..saya suka bgt. Namun kekawatiran saya adalah ketika WhatsApp diupdate lg fitur² baru tsb hilang tiba² ..maka nya saya blum brani update wa nya lg.",positif
Pengguna Google,5,"banyak update yang sebenarnya ngebantu, tapi ada bug yang harus di perbaiki di versi terbaru yaitu, ketika kita ingin memprivasi, mengirimkan ke semua orang atau kirim ke beberapa orang untuk status. Tiba-tiba kita memilih kontak dan setelah dipilih dan kita mengklik kirim. kita mengirimkan foto atau video ke kontak yang dipilih. Ini sangat menggangu seseorang ketika mereka salah kirim ke seseorang, tolong perbaiki, ya.",positif
Pengguna Google,3,Kenapa status whatsapp sekarang.. tidak sesuai dengan yang terbaru ya... ? Biasa nya status whatsapp terbaru selalu paling atas.. skrng status whatsapp yg kemarin masih di atas dan yg terbaru berada di bawah? Kenapa ya? Tolong kasih lagu untuk bikin SW.,netral
Pengguna Google,5,"Saran:Pada Menu Saluran,tolong beri Fitur Bintangi Pesan,Agar mempermudah mencari kembali pesan yang berguna di Saluran tersebut. Karna sangat sulit mencari pesan yang diantara ribuan pesan Saluran.",positif
Pengguna Google,1,hapus aplikasi inih sudah hampir menghabiskan banyak penyimpanan mau simpan musik gambar lemot gara gara aplikasi inih hapus pokoknya yah saya gak peduli alat komunikasi yang jelas dia sudah menghabiskan banyak penyimpanan ram android hapus saja pokoknya🔥💔😡😤🥺😫😩😠❤️‍🩹,negatif
Pengguna Google,5,"Aplikasi yang sangat berguna, tetapi sedikit saran kalau bisa saat sedang upload foto atau video file nya jangan dikompres supaya terlihat jernih. Walaupun sudah menggunakan fitur HD tetap saja video atau foto terlihat burem",netral
Pengguna Google,5,"aplikasinya bagus untuk berkomunikasi kepada teman yang berada jauh,tapi tolong dong fitur hd nya adain,fiturnya ada tapi suka ilang""an, kadang kalau mau bikin sw gambar/video jadi pecah",positif
Pengguna Google,4,"Kalo bisa bikin banyak tema kek di Instagram min soalnya makin hari makin bagus ,, kalo bisa diubah tema percakapan nya kek nya tambah bagus lagi 🥰🥰 Tambah lagi min, tolong ijinkan bisa rekam layar telfon atau vc pake suara 🔊 min, terimakasih",positif
Pengguna Google,5,"tolong di fix bug baru nih, teman kita udah saling save tapi status WhatsApp ga muncul, sebaliknya kita buat status teman kita ga muncul status kita, tolong perbaiki, senagaj bintang 5 biar di baca, terimakasih.",positif
Pengguna Google,3,Udah bagus tapi update terus berbagai macam tema +obrolan gelembung yg bisa di rubah sesuai ke inginan semakin bagus dan keren wa ny makin banyak pengguna nya saat ini sesuai janji ku kasih rate bintang 3 semakin bagus tampilan cantik makin naik bintang.,positif
Pengguna Google,2,"kenapa sekarang kalo lagi telfon sama orang suka tiba"" dapet peringatan sinyal jelek, padahal sinyalnya disini 4/5G, terus nanti tiba"" telfonnya mati sendiri, udah hampir 2 minggu kaya gini, ganggu bgt tolong. ga sekali dua kali tapi setiap telfon sama orang kaya gitu terus siapa yg ga risih.",negatif
Pengguna Google,3,"ada yg paling saya tidak suka 1. whatsapp sering sekali update namun perubahan nya tetap sama saja dan kurang berguna 2.sekarang whatsapp sudah ada fitur tag grup muncul ke status yang membuat saya tidak suka karna mengganggu. tolong, jika aplikasi sudah bagus perbaiki agar lebih bagus lagi, jangan malah di biarkan semakin menurun.",positif
Pengguna Google,5,"Trakhir update yg sebelum ini, justru tambah lemot u pengiriman gambar, terlebih share2 vidio atau juga bikin status wa, smoga update yg ini kembali kesebelumnya, lancar jaya🙏🤲 tp tetep ksh bintang 5 krn adanya wa kita sll dekat dg keluarga, teman yg jauh sll bisa komunikasi, vc,🙏 thanks aplikasi wa, smoga terus membaik dan sukses🤲",positif
Pengguna Google,1,"Aku lumayan suka tapi... Update aku lama saat upgdate sedang mengetik baru muncul, kalau aku belum ke update lama banget waktunya. Terus saat ke update lagi meta AI, di aku baru muncul update sedang mengetik. Sedangkan yang lain udah terupdate meta AI aku selalu terlambat:(. Mohon untuk di perbaiki lagi biar waktu update nya samaan kalau udah ke update meta AI, aku kasih bintang lima deh hehehe. Aku janji!! PLIS KAPAN WHATSAPP AKU TERUPDATE META AI 😭😭",negatif
Pengguna Google,1,Berikan fitur musik atau lagu saat membuat status video. apliksiasi wa Tidak bisa menambahkan musik ke status. berikan fitur privasi chat baca untuk sekali baca agar tidak bisa di screenshot,negatif
Pengguna Google,1,"Sudah laporan & sudah beberapa bulan WhatsApp saya di blokir karna spam, perbuatan siapa yang benar tidaknya bikin customer kesal. Sampai sekarang juga tidak bisa aktif. Memang apa bedanya hp buat cina atau yang lainnya hingga seperti ini kebijakan pemilik aplikasi WhatsApp,kenapa customer yang di rugikan seharusnya pihak management aplikasi WhatsApp yang harus memberikan tindak pihak penjual hp cina ini",negatif
Pengguna Google,2,"Maaf baru memberi ulasan sejak menggunakan WhatsApp ini dari lama. Saya memberi ulasan karena baru saja mendapat kendala perihal pencadangan chat dan media yang dilakukan oleh WhatsApp. Selama ini saya tidak pernah mengalami ini sebelumnya, tapi baru saja saya mendapat kegagalan dalam pencadangan lalu isi chat dan media terhapus secara otomatis. Saya khawatir bahwa pencadangan WhatsApp dilakukan ketika saya sedang memakai gadget dan masalah dapat terulang kembali.😢😭",negatif
Pengguna Google,1,"Semejak di update dan update, kalo bikin status WA versi HD nya hilang, kembali ke settingan awal, Vidio unggahan di WA kialitas burek dan tidak layak dilihat. Kembalikan versi HD dong..",negatif
Pengguna Google,1,Sudah hampir 4 bulan saya menantikan fitur META AI semenjak di luncurkan di whatsapp saya tapi belum muncul muncul juga saya sangat kecewa melihat hampir semua orang dikontak saya sudah memilikinya sementara saya tidak. Update rutin tapi fitur sama saja SAMPAH,negatif
Pengguna Google,5,"APK WHATSAPP.apk yg paling yang paling berguna dan juga keren semua adalah salah satu APK yang begitu penting yang penguna apk whatsapp....bahkan kalau di hitung hitung bisa berjuta-juta umat bahkan bisa lebih, sebab apk ini sangat membantu , kegunaan apk whatsapp ia lah, apa pun urusan di dunia sosial media maka akan lebih mudah bahkan juga bisa ber-interaksi sama orang yang berbeda tempat juga bisa jadi lebih, Terima kasih ada nya APLIKASI WHATSAPP semua hal jadi lebih mudah 🤝",positif
Pengguna Google,1,"Semenjak ada meta, aplikasi WhatsApp jadi error Dari yg tidak notifikasi nada pesan, tidak bisa cek info grub, dll. Kenapa ya makin kesini makin lebih banyak bug bukannya makin bagus Saya sebagai pengguna merasa kecewa dengan perkembangan WhatsApp yg makin lama makin banyak bug Mohon untuk segera di perbaiki",negatif
Pengguna Google,1,"Minta maaf sebelumnya saya kasih bintang 1 di karenakan sy merasa di rugikan dari pihak WhatsApp, pasalnya saya bekerja sebagai kurir expedisi paket SPX dan ketika ingin mengantarkan paket WA saya terus-terusan kena spam, dan Tampa WhatsApp kita sebagai kurir mati kutu di lapangan klo tdk ada WhatsApp, dan padahal sy merasa tidak melakukan pelanggaran. Minta tolong untuk pihak developer di perbaiki masalah ini. Terima kasih",negatif
Pengguna Google,5,"bagus banget,tapi ada yang kurang kalau yang di story Ig kan biasa nya ada lagu nya ya,kalau diwhatsap kan ga ada tolong ditambahin lagu ya kalau pas mau buat sw kan enak tu foto trus ditambahin lagu,pokok nya the best",positif
Pengguna Google,4,"hi whatsapp! terimakasih telah menciptakan aplikasi ini karena sangat berguna di pakai,saya hanya memberi tahu kalau whatsapp bisa tambahan pengedit vidio ya?, misalnya seperti jedag jedug begitu,jadi saya tidak perlu keluar keluar dari aplikasi ini untuk edit vidio,jika adaa beneran tolong beri (template) DAN INGAT ""JANGAN BERBAYAR!!!"" terimakasih!",netral
Pengguna Google,2,"Aplikasi sangat jelek skrg, warna teksnya sebagian jadi buram, Wallpaper terang tapi di layar jadi gelap, aku kira aplikasi ku bermasalah taunya wa nya yg eror, Aku pake aplikasi lain aman² aja, Tlg dong tingkatkan lagi",negatif
Pengguna Google,5,"Aplikasi WhatsApp ini memang baik dan memudahkan kami ntuk berbagi informasi tapi di sini saya ada mengalami masalah dengan telpon WhatsApp saya ,saya mendengar suara penerimah telpon atau sebaliknya tp mereka tdk bisa dengar suara saya.apa kendala dan masalahnya dan harap apa solusinya.mungkin adateman2 yg mengalami seperti yg saya alami namun bisa teratasi mohon bantuannya thanks.",positif
Pengguna Google,1,"Ini npa yah!! Asal ak mau menghapus status loading penghapusan nya lama bgt!!! Tulisannya hanya menghapus......!! Tetapi ga ke hapus""!! Tolong di perbaiki lagi yah bug nyaa, makin lama makin parah aja!! Ak udh sampe 2 kali ganti nomor tapi hasilnya bug trus yg ad!! G pernah tenang klau pake di apk!! Mohon di perbaiki lagi yahh!!!",negatif
Pengguna Google,5,"Whatsapp sangat membantu terimakasih bintang 5 , cuma boleh gak yah kalo kartu kita kan hilang tapi no nya masih di pake di wa dan jangan langsung keluar dong padahal udah 5th pake no wa itu ru tiba-tiba keluarr kan sedihh dan bisa ga sih minta tolong kalo status video tu jernih kan dikit warna nya pas ngambil video udah bangus banget eh pas diposting jadi buremm🥲🥲",positif
Pengguna Google,1,WhatsApp sekarang aneh padahal data seluler saya aktif tapi setiap ada yang telfon ato pesan tidak perna masuk klo saya ga busa WhatsApp saya harap sistem nya di kembalikan lagi seperti semula Seba jika terus seperti ini banyak hal yang tidak di ketahui langsung,negatif
Pengguna Google,3,"Pembaharuan pada filter telepon video belum ter-Update, padahal sudah selalu aktif per minggu Update otomatis dari sinyal Wi-Fi. Mohon ditingkatkan lagi Updatenya, secepatnya.",positif
Pengguna Google,1,"fitur media segala diubah. folder yg ditampilin cuma sedikit gak lengkap kek sebelumnya yg semua file gambar atau video bisa dibuka dan terklasifikasi dari folder mana aja, sekarang digabung semua pepek",negatif
Pengguna Google,1,Update terus menerus tapi makin banyak bug nya masa iya ada temen saya telpon gak ada bunyinya atau nada dering nya padahal di aplikasi lain ada bunyi nya tolong dong perbaiki untung aja saya lagi mainan hp jadi tau ada yang telpon kalo gak kan jadi gak ke angkat,negatif
Pengguna Google,3,"Sharelock berjalannya sering macet, sering error banyak ngebugnya, awalnya jalan tiba² nggak jalan. Awalnya 3meter jadi 100meter kadang titik lokasi orang tersebut berpindah sendiri ke area yg jauh kadang balik lagi",netral
Pengguna Google,1,"gabisa di download dan di update , udah berkali kali download masih aja gabisa dan pas update udah pencet unduh pas disuruh update whatsapp nya jadi gabisa dan kenapa kalau pas baca whatsapp / WA orang lain malah ngelag banget , meta ai aja disini tidak ada di hp yg lain ada , sering kena bug deh , pas mau bikin saluran atau mau liat saluran tiba tiba jadi ngelag banget 😤 kenapa yah?",negatif
Pengguna Google,4,"Sangat di sayangkan makin kesini saat upload video di status kok gambarnya makin ngeblur gak jelas,sangat jauh berbeda dengan gambar/video aslinya,untuk kenyamanan para pengguna tolong kepada pihak WhatsApp untuk di tinjau lebih baik lagi..",positif
Pengguna Google,1,"tolong dong, kenapa wa aku sekarang lama banget kalau mau kirim pesan chat foto dll, bukan masalah jaringan tpi gatau masalah apa, ngirim pesannya delay banget butuh waktu beberapa detik/menit agar pesan terkirim(terceklis), ini sangat menganggu aktivitas ku yg penting di dalan whatsapp!",negatif
Pengguna Google,1,"Enakan sistem yg dulu Dulu nyari chat gampang bisa dari atas ke bawah atau dari bawah ke atas Sekarang kalau ketik ""cari"" dari chat teratas, trus isi kata kunci nya dan cari kebawah udah ga bisa, jadi susah kalau cari chat yg jauh diatas tp harus mulai scroll dri ujung bawah Sangat membagingkan",negatif
Pengguna Google,5,Fitur aplikasi sekarang sudah semakin canggih sya juga berharap fitur wa menyediakan jam brpa pesan kita di lihat penerima pesan.karena saat kita penting seseorang yang tidak mengaktifkan pesan telah di baca kita jadi ga tau mereka aktif atau tidak.masalah tagih utang misalnya,positif
Pengguna Google,5,"Sebenarnya apk ini sangat amat membantu di setiap waktu, namun kekurangannya adalah ini aplikasi semisal foto tidak segera di download foto tersebut akan kadaluarsa, menurut saya lebih baik menerapkan vitur bisa download file dari kapan pun file itu di kirim entah 3 atau 5 tahun yg lalu soalnya rentan terjadinya foto terhapus tanpa sebab seperti saya pada saat mau pindah nomer malah ke hapus. Semoga dengan ini pihak wa bisa memikirkan lagi gebrakan dari fitur tersebut😁🙏",positif
Pengguna Google,3,"Aplikasinya bagus. Saya suka. Tapi beberapa hari ini untuk VC sering terkendala (suara putus², tidak bisa dengar lawan bicara). Mohon diperbaiki lagi aplikasinya agar lancar seperti sebelum²nya.",positif
Pengguna Google,5,Saya senang WhatsApp kini ada fitur musik untuk story wa. Seandainya boleh request lagi buat aplikasi wa lebih canggih dengan fitur editing video yang lengkap. Terimakasih WhatsApp 😊🙏😍,positif
Pengguna Google,5,"Kelebihan WhatsApp Aplikasi Pesan Instan yang Populer* WhatsApp adalah salah satu aplikasi pesan instan yang paling populer di dunia, dengan lebih dari 2 miliar pengguna aktif setiap bulannya. Fitur yang Lengkap* WhatsApp memiliki fitur yang lengkap, termasuk pengiriman pesan teks, gambar, video, dan file lainnya, serta fitur panggilan suara dan video.",netral
Pengguna Google,5,saran buat wa : kalo ad bagi layar seharusnya bisa di perbesar agar tulisan halus yang mereka bagikan layar bisa ke baca tanpa perlu screenshot. dan perbaiki lagi agar wa bisa untuk banyak akun bukan 2 akun aja. seperti fb bisa banyak akun.,positif
Pengguna Google,2,"di bagian status WA kenapa pengaturan kualitas HD untuk gambar dan Video dihilangkan ?? padahal satu bulan sebelumnya ada, tapi sekarang kenapa dihilangkan ? kan kualitasnya jadi turun dong ini aplikasi !!",negatif
Pengguna Google,1,"apaan bngt? stiap gua buka apk nya kontak langsung pda ilang, kontak orng penting jga ilang, knp si? pdh memori gk penuh, udh di update. tolong lh di perbaiki lagi, bkn emosi orng tw gk? file file pnting jga pda ilang, bagus kya gtu? muak gua. setelah gua update wktu itu lngsung eror, gjls bngt. sekali lagi tolong di perbaiki.",negatif
Pengguna Google,2,Sudah beberapa kali WhatsApp di HP saya mengalami masalah pada riwayat chat. Hal ini mengakibatkan banyak chat yang hilang baik ketika saya memilih untuk memulihkan pencadangan maupun melewati pemulihan. Tolong direspon dengan baik dan diperbaiki supaya tidak ada lagi masalah seperti ini kedepannya.,negatif
Pengguna Google,4,"dear dev....., untuk versi WhatsApp ini vidio untuk status wa nya pecah , bug vidio saluran yg suka tiba2 ga bisa di putar karna alasan korupt file ,dan tampilanya juga kurang dinamis klo bisa ada preset buat gnti tampilan WhatsApp nya",positif
Pengguna Google,1,"Dalam pemulihan akun wa saya yg ke-dua kalinya ini ada kesulitan setiap menunggu kode 6 digit selalu diarahkan utk mengunduh wa resmi. Setelah diklik diarahkan ke play store, dan saya lihat icon wa dg keterangan ""buka"" artinya sudah terinstal. Setelah ""buka"" saya klik tampilan kembali seperti semula. Yakni mengulang mengunduh wa versi resmi dan akan terus berputar kembali. Dan seterusnya. . . Beri tahu yg jelas dong maunya WA ini bagaimana agar akun saya pulih lagi ?",negatif
Pengguna Google,5,"bagus poll aplikasi nya menurutku yach mungkin hampir semua orang yang mempunyai handphone memiliki whatsapp soalnya aplikasi apa sih yang bisa mengirim pesan chat atau emoji yang sangat lucu,pokoknya bagus banget aplikasi ini aku kasih bintang 5",positif
Pengguna Google,2,"Tolong ini kenapa ya,temen saya ngirim video kok jadinya foto????ini kenapa, saluran juga begitu,tiba"" tidak bisa mengirim,teman"" saya semuanya kena,ini kenapa?? padahal saluran saya juga tidak ada kendala,tiba"" tidak bisa mengirim pesan,tlong di bntu",negatif
Pengguna Google,1,"apa nih WhatsApp semenjak update, kalo buka video sekali lihat ga bisa di putar, kalo video nya ga sekali lihat baru bisa di buka dan di putar, ini mah ga loding ga apa tapi ga bisa di putar video nya, malah ngestuck di situ' aja,kaya mau di putar video nya tapi ga bisa, padahal ga di apa'in selain di update, kesini makin kesini WhatsApp gajelas mohon di perbaiki!!",negatif
Pengguna Google,1,"Setelah ganti nomor malah nggak bisa dipake whatsappnya. Mau buat grup, bilangnya spam terus lalu muncul tulisan AKUN TIDAK DAPAT DIGUNAKAN. Ini mau grup kelas, ya pasti banyak anggota yg diundang. Tolong sistemnya diperbaiki. Sebentar sebentar spam, mana udah 5x lagi. Nunggunya 24 jam.",negatif
Pengguna Google,3,"Ada apa dengan What sapp??? Saya tidak bisa melakukan verifikasi dua langkah. mohon solusinya. Karena akhir-akhir ini saya mendapatkan pengalaman yang tidak menyenangkan dalam menggunakan WhatsApp, akun saya ditandai sebagai spam untuk kesalahan yang tidak saya lakukan. Saya sudah mengganti nomor, tapi masih saja terjadi, saya diinvite k grup oleh nomor tidak dikenal dari luar negara saya.",positif
Pengguna Google,1,"Setelah di update, tidak bisa kirim video di status dengan kualitas 1.080 pixel (Full HD) dengan format mp4. Keterangannya file format tidak di dukung. Payah! Dulu bisa, kenapa ya?",negatif
Pengguna Google,1,"Hai WhatsApp, Kenapa saya belum juga dapat fitur yang bisa menambahkan lagu di status? Waktu itu juga begitu, saya dapat fitur likenya belakangan. Padahal saya selalu rajin memperbarui aplikasi ke versi terbaru.",negatif
Pengguna Google,5,"saran nya. didadalam grup pesan yang belum tersampaikan tidak ada daftar mama orangnya.hanya jumlah baiknya ada list namanya sekalian biar tidak perlu mencari satu satu,siapa saja nama yang belum tersampaikan pesan nya.",positif
Pengguna Google,1,"RUSAK!!! 5× WA saya error, 5× isi chatnya ilang, 5× pencadangan chatnya ilang juga, penyimpanan hp saya aman kok gk kepenuhan, kan kalo begini terus saya jadi susah buat kerja dan komunikasi sama temen dan org terdekat saya, #MakinDiUpdateMakinRusak!!!",negatif
Pengguna Google,1,"Tolong diperbaiki ya untuk fitur VN nya. Suara dari VN nya suka tiba-tiba kecil dan membuat hp jadi nge buff, jika vn di play layar nya juga suka tiba-tiba mati.",negatif
Pengguna Google,4,"Fungsi yang disediakan cukup membantu dan sangat nyaman menggunakan aplikasi ini, akan tetapi selalu aja ada spam dari nomor tidak dikenal. Saya menginginkan fitur tag @semuanya atau @everyone dalam sebuah group",positif
Pengguna Google,1,"Sangat berguna untuk berkomunikasi di mana pun,dan kapan pun itu☺️, tetapi WhatsApp saya lambat update pdhal punya orang²udh terupdate semua,sedangkan WhatsApp ku ini masih aja kek gitu, padahal udh update juga ni,nah tolong ya segera di perbarui dan buat lagi WhatsApp makin canggih... Terimakasih",negatif
Pengguna Google,5,"Tolong untuk hp merk lama juga disediakan update nya, seperti chat wallpaper ada warnanya, di status bisa ada musik nya.dll dengan tidak bisa di update di merk lama itu menjadi kurang untuk apk ini, mohon perhatian nya",netral
Pengguna Google,1,Hi WhatsApp Resmi saya memiliki kendala di saat saya masuk grup lalu saya menambahkan teman/anggota mengapa selalu terkena spam?menurut saya ini sangat susah dan jika saya membagikan link grup maka grup nya tidak tersedia.begini lah yang saya rasakan tolong segera di perbaiki.,negatif
Pengguna Google,5,Sebenernya aq love banget sama apk wa.... Tpi knp di hp ku blm da fitur bikin story ada musiknya .... Sdh di update bahkan sampek apk ku hps dan ku install lagi tapi ttp gk muncul fitur musik nya .... Apa ho ku yg salah ( xiaomi redmi note 12 5g,positif
Pengguna Google,3,updatetan terbaru sangat bagus ada fitur musik nya tapi ada bug membagikan tidak ada pilihan atau tobol membagikan ke apk lain dan simpan story pun tidk bisa menyimpan di file,positif
Pengguna Google,2,"whatsapp versi baru kenapa malah downgrade sih.sekarang malah gak bisa menautkan perangkat lain,dan fitur kunci chat kenapa tidak bisa dinonaktifkan? tidak seperti versi sebelumnya yang bisa aktifkan dan nonaktifkan kunci chat kapan saja.dan tidak bisa menautkan perangkat lain.tolong kembalikan versi sebelumnya dong",negatif
Pengguna Google,1,"Kenapa sering ada spam untuk akhir-akhir ini. Ini juga enggak bisa dipakai lagi nomernya. Kemarin enggak bisa sekitar 1harian,kemudian bisa sekitar 1 hari kena spam lagi. Ada apa dengan WhatsApp versi terbaru ?? Ini sekarang 2 nomor kena spam semua. G ngeklik tautan yang aneh juga,chatt juga biasa saja. Tolong donk whatsapp diperbaiki lagi agar enggak sering kena spam.",negatif
Pengguna Google,2,"mau ngirim foto ke saluran nda kekirim, pas mau di hapus nda bisa dihapus juga. pas ngirim pesan di saluran pasti media/pesan yang nda kehapus dibawah trus. sekarang ngirim pesan aja nda kekirim, padahal wifi sama kuota aman aman.",negatif
Pengguna Google,2,"tolong dong, ini gimana masa ga bisa ngirim pesan di saluran, sw ga ada musik""nya padahal perangkat lain sudah ada fitur musik buat sw",negatif
Pengguna Google,1,Saya kecewa sekali kenapa whatsapp saya selalu fiturnya tidak ada seperti vc semua teman2 ada filter punya saya tidak ada lalu bikin story fitur ada musiknya dari whatsapp juga punya saya tidak ada padahal yang saya nanti2 itu fitrunya tapi di hp saya gak ada hp saya redmi 9c dan selalu ketinggalan fitur2 di whatsapp kecewa banget padahal selalu saya update tapi tetap gak ada fitur2nya kecwa banget banget,negatif
Pengguna Google,5,Saran saya untuk kemajuan WA. 1.Kembalikan status pembaruan seperti dulu berurutan. Bukan urutan yang sering kita hubungi. 2.Status WA bisa pakai Lagu seperti di story IG dan FB. Trims 👍,netral
Pengguna Google,1,"baru saja kejadian. privasi saja jadi tidak aman, orang yang bisa memasukka saya ke grup hanyalah kontak saya. tapi barusan saya dimasukkan ke grup yang isinya ada bot nya, terus tidak ada peringatan ""Anda dimaksukkan oleh nomor tak dikenal"" haduhhh",negatif
Pengguna Google,4,"diaku blm ada meta ai, sma jg tiap ada meta ai itu kolom pencarian nya (setiap di geser makin bawah) ilang, klo ga phm kya gini deh, setia geser kebawah itu kan biasanay cari kontak orng kn, nah itu tombol pencariannya ilang, jadinya hrs geser ke atas lgi, itu yg bikin mls",netral
Pengguna Google,4,"udah bagus, banyak juga fitur"" baru, tapi kurangnya saat posting status kualitasny gak sesuai media yang asli, padahal sudah nyalakan fitur hd, tolong di perbaiki lagi",positif
Pengguna Google,2,"kenapa ya wa ku selalu telat kalau ada fitur terbaru? contoh spt tema chat, belum ada sampai skrg padahal baru update, dan bahkan fitur lagu di sw sudah ada.",negatif
Pengguna Google,4,"makin bguss bngtt whshp nya, tapi sya belum mempunyai fitur untuk menambahkan musik tlng di perbaiki lagi ya biar wa sya ad fitur untuk mnambhkan musik anehh, saya masuki saluran saya di stats wa ad fitur untuk mnambhkan musik dan tag tp ketika saya cek dri foto untuk membuat setts ft kita ga ada fitur untuk mnambhkan musik, tolongg di perbaiki yaa",positif
Pengguna Google,3,"kenapa ya WhatsApp syaa jadi selalu kena pelanggaran spam trs padahal ga ada yg spam atau pun nyepam orng, saya udh berkali kali sperti itu, akhirnya saya ganti nomor dan ternyata sama aja kena pelanggaran juga trs trsan, bisa cuma beberapa menit aja trs kena pelanggaran lagi, tolong dong pihak WhatsApp..",netral
Pengguna Google,4,"apaansi, emng fiturnya bagus lengkap tapi wa aku sering ngelag"" pdhl jaringan internet aku selalu stabil kuota slalu penuh. tolong perbaikin lagi, ini mau ngirim pesan selalu gabisa.",positif
Pengguna Google,4,"fiturnya kadang ga dpt di beberapa orng, aku juga ga dapet fitur tema dan fitur lagu ketika post foto. mungkin dapat di perbaiki.",positif
Pengguna Google,5,Saya melihat WhatsApp teman saya sudah ada status dengan menambahkan lagu di foto. Saya suda update WhatsApp terbaru tapi kenapa belum ada status foto dengan lagu?,netral
Pengguna Google,3,"tolong bug saluran nya dibenerin, suka loading pas ngirim pesan dan itu pun ga selesai"" loading nya, tolong di benerin ya, temenku 2 hari baru pesan yg loading jd pesan yg tdk dpt terkirim, tolong bug nya dibenerin, dan buat orng"" yg pake bug , atau orng yg jd spam bug WA nya tolong di banned dr WA",positif
Pengguna Google,3,"sebenernya udah oke, cuma kalo buat story wa tu gambar/video nya jadi blur, dan kalo update lama tp yaa semoga kedepannya jadi lebih bagus dan ga blur² lagi ❗❗",positif
Pengguna Google,1,"makin di update makin ga jelas padahal jaringan di rumah aman sampe tak coba pake lan buat vc tetep aja ada masa menghubungkan ulang lah ga jelas bangett, tolong bug"" nya di benerin dulu, jangan bisnis AI aja muluu, klo udah benerr semua baru update fiturrr😑",negatif
Pengguna Google,1,Setelah beberapa update belakangan ini fitur ada yang hilang seperti fitur HD di saat membuat status WhatsApp lama-lama bikin kesel aja WhatsApp ini lama-lama kita pindah ke WhatsApp GB aja enak fitur nya lengkap gak ada yang hilang lagi,negatif
Pengguna Google,1,"Makin di-update makin banyak bug, sering kali ada pesan masuk tapi gak ada notifikasi ga ada bunyi, bahaya bisa menimbulkan kesalahpahaman bisa merusak hubungan",negatif
Pengguna Google,3,"gw udah update update terus tpi di wa gw fitur musiknya nggak muncul muncul, jangankan fitur musik, fitur AI aja nggak muncul jugak, gimana ini donk",netral
Pengguna Google,1,"Saya kecewa berat dengan Whatshap, saya ingin menambahkan teman ke grub saya tetapi tidak bisa malah whatsap ny tidak bisa di buka dan harus downlod ulang dan kluar bacaan ""anda tidak dapat menggunakan whatsap lagi karna spam"" padahal saya tidak menyepam siapapun saya kecewa mohon di perbaiki dan di perhatikan hal yang seperti itu!, sangan mengganggu!!",negatif
Pengguna Google,3,"kalau bisa misal nya ada fitur baru dari whatsapp update nya barengan sama yang lain,ini enggak kadang whatsapp yang lain dulu yang di update yang lama engga,tolong lah kalau misal nya mau keluarin fitur terbaru update nya barengan..",netral
Pengguna Google,1,Tolong perbaiki bug dimana pas lagi liat status latar belakangnya jadi transparan/tembus yang seharusnya hitam. Keliatan sepele tapi cukup ngeganggu,negatif
Pengguna Google,1,bug Mulu gak bisa login . setiap mau login pasti di suruh menggunakan wa yang resmi . pdhal ini wa nya ORI Resmi . bingung sumpah gak bisa masuk wa . terus harus wa yang mana yang resmi nya . pake yang resmi aja tetep gak bisa login . maaf sya kasih rating jelek,negatif
Pengguna Google,4,"Tolong kepada pihak WhatsApp kenapa jika ada update tidak merata?, saya sudah update tapi fitur yang di tambahkan tidak lengkap dan tidak ada perubahan sama sekali, saya berharap jika melakukan update fitur yang didapat lebih lengkap, contoh nya fitur penambah lagu saat akan mengupload status di beberapa perangkat org lain sudah di tambahkan tetapi di beberapa perangkat lain juga tidak dapat atau tidak ada fitur sprti itu setelah di update, harap ada perbaikan dri pihak WhatsApp.",positif
Pengguna Google,4,"mantap fitur baru whatsapp sekarang, apalagi fitur penambahan musik di status yg sama seperti instagram, cuman mines ny kualitas video pas impor status malah ke kompres, video ny jadi tidak HD",positif
Pengguna Google,5,"kita bisa berkomunikasi dengan teman, keluarga,dll sekarang updatenya sudah ada fitur lagu untuk status tapi mungkin ada yang salah dengan WhatsApp saya karena tidak ada fitur lagu🥺🥺 mungkin ada yang sama🙏",netral
Pengguna Google,3,"wa kenapa sekarang musiknya ga ada? tapi untuk fitur musik ada, tapi pas pasang di sw cuma depannya doang, setelah itu hilang musiknya. tolong dong dibenerin, gajelas makin hari ni wa. terimakasih.",netral
Pengguna Google,1,"AHHG APK GAJELAS UPDATE MULU, perbaiki dulu lah sistem nya, masa saluran sering error lag gini gabisa ngirim chat gambar jam nyampe berhari hari, udahan dulu update nya lah ini mohon bgt ya, jujur risih dengan banyak update terbaru.",negatif
